country,date,diesel,diff_diesel,diff_e5,e5,index
Luxembourg,2021-05-10,1.177,0.1379999999999999,0.22399999999999998,1.302,17
Luxembourg,2021-05-17,1.177,0.1519999999999999,0.236,1.302,17
Luxembourg,2021-05-24,1.177,0.15999999999999992,0.256,1.285,17
Luxembourg,2021-05-31,1.177,0.16599999999999993,0.2630000000000001,1.285,17
Luxembourg,2021-06-07,1.198,0.15300000000000002,0.248,1.301,17
Luxembourg,2021-06-14,1.198,0.16300000000000003,0.2550000000000001,1.301,17
Luxembourg,2021-06-21,1.214,0.15400000000000014,0.246,1.318,17
Luxembourg,2021-06-28,1.214,0.16599999999999993,0.25,1.337,17
Luxembourg,2021-07-05,1.214,0.17100000000000004,0.2570000000000001,1.337,17
Luxembourg,2021-07-12,1.219,0.17299999999999982,0.2489999999999999,1.354,17
Luxembourg,2021-07-19,1.236,0.16300000000000003,0.2609999999999999,1.354,17
Luxembourg,2021-07-26,1.207,0.18799999999999994,0.2889999999999999,1.324,17
Luxembourg,2021-08-02,1.231,0.16899999999999982,0.268,1.355,17
Luxembourg,2021-08-09,1.231,0.15999999999999992,0.266,1.355,17
Luxembourg,2021-08-16,1.221,0.17099999999999982,0.268,1.355,17
Luxembourg,2021-08-23,1.221,0.15300000000000002,0.248,1.355,17
Luxembourg,2021-08-30,1.236,0.15399999999999991,0.2630000000000001,1.353,17
Luxembourg,2021-09-06,1.236,0.15900000000000003,0.27100000000000013,1.353,17
Luxembourg,2021-09-13,1.236,0.16500000000000004,0.2569999999999999,1.372,17
Luxembourg,2021-09-20,1.276,0.1439999999999999,0.2639999999999998,1.372,17
Luxembourg,2021-09-27,1.276,0.16100000000000003,0.2609999999999999,1.372,17
Luxembourg,2021-10-04,1.328,0.1459999999999999,0.26900000000000013,1.398,17
Luxembourg,2021-10-11,1.376,0.14600000000000013,0.276,1.426,17
Luxembourg,2021-10-18,1.395,0.16500000000000004,0.27,1.46,17
Luxembourg,2021-10-25,1.395,0.17399999999999993,0.258,1.477,17
Luxembourg,2021-11-01,1.395,0.17599999999999993,0.2649999999999999,1.477,17
Luxembourg,2021-11-08,1.394,0.18100000000000005,0.25,1.502,17
Luxembourg,2021-11-15,1.394,0.17900000000000005,0.23399999999999999,1.526,17
Luxembourg,2021-11-22,1.394,0.16700000000000004,0.21500000000000008,1.526,17
Luxembourg,2021-11-29,1.394,0.15600000000000014,0.246,1.468,17
Luxembourg,2021-12-06,1.312,0.21099999999999985,0.29899999999999993,1.364,17
Luxembourg,2021-12-13,1.338,0.19199999999999995,0.2490000000000001,1.422,17
Luxembourg,2021-12-20,1.338,0.17999999999999994,0.21900000000000008,1.44,17
Luxembourg,2022-01-03,1.382,0.19100000000000006,0.24299999999999988,1.475,17
Luxembourg,2022-01-10,1.409,0.16399999999999992,0.24299999999999988,1.475,17
Luxembourg,2022-01-17,1.409,0.19500000000000006,0.2569999999999999,1.475,17
Luxembourg,2022-01-24,1.44,0.17600000000000016,0.246,1.497,17
Luxembourg,2022-01-31,1.44,0.20399999999999996,0.2450000000000001,1.527,17
Luxembourg,2022-02-07,1.475,0.18799999999999994,0.262,1.527,17
Luxembourg,2022-02-14,1.5,0.16599999999999993,0.2530000000000001,1.553,17
Luxembourg,2022-02-21,1.5,0.16300000000000003,0.22799999999999998,1.576,17
Luxembourg,2022-02-28,1.5,0.238,0.278,1.595,17
Luxembourg,2022-03-07,1.728,0.30400000000000005,0.40900000000000025,1.658,17
Luxembourg,2022-03-14,1.695,0.6169999999999998,0.5259999999999998,1.733,17
Luxembourg,2022-03-21,1.761,0.41200000000000014,0.4570000000000001,1.687,17
Luxembourg,2022-03-28,1.945,0.23399999999999976,0.3719999999999999,1.754,17
Luxembourg,2022-04-04,1.757,0.30099999999999993,0.32299999999999995,1.733,17
Luxembourg,2022-04-11,1.683,0.31600000000000006,0.32499999999999973,1.701,17
Luxembourg,2022-04-25,1.756,0.28300000000000014,0.34399999999999986,1.685,17
Luxembourg,2022-05-02,1.841,0.2340000000000002,0.31500000000000017,1.744,17
Luxembourg,2022-05-09,1.818,0.2570000000000001,0.30299999999999994,1.79,17
Luxembourg,2022-05-16,1.745,0.29400000000000004,0.32499999999999973,1.806,17
Luxembourg,2022-05-23,1.704,0.3059999999999998,0.32699999999999996,1.827,17
Luxembourg,2022-05-30,1.79,0.2469999999999999,0.30500000000000016,1.888,17
Luxembourg,2022-06-06,1.896,0.08400000000000007,-0.017999999999999794,2.017,17
Luxembourg,2022-06-13,1.979,0.06199999999999983,0.01100000000000012,1.996,17
Luxembourg,2022-06-20,1.996,0.06499999999999995,0.030999999999999917,1.943,17
Luxembourg,2022-06-27,1.964,0.08400000000000007,0.03200000000000003,1.897,17
Luxembourg,2022-07-04,1.848,0.1519999999999999,0.02200000000000002,1.878,17
Luxembourg,2022-07-11,1.846,0.119,0.08499999999999996,1.799,17
Luxembourg,2022-07-18,1.828,0.14900000000000002,0.14000000000000012,1.724,17
Luxembourg,2022-07-25,1.749,0.18999999999999995,0.10199999999999987,1.715,17
Luxembourg,2022-08-01,1.811,0.13200000000000012,0.08299999999999996,1.731,17
Luxembourg,2022-08-08,1.687,0.21899999999999986,0.16199999999999992,1.598,17
Luxembourg,2022-08-15,1.717,0.20699999999999985,0.129,1.638,17
Luxembourg,2022-08-22,1.804,0.17100000000000004,0.15400000000000014,1.638,17
Luxembourg,2022-08-29,1.9,0.17700000000000005,0.18100000000000005,1.655,17
Luxembourg,2022-09-05,1.826,0.33299999999999974,0.45999999999999996,1.608,17
Luxembourg,2022-09-12,1.877,0.2579999999999998,0.4309999999999998,1.586,17
Luxembourg,2022-09-19,1.782,0.2519999999999998,0.3450000000000002,1.64,17
Luxembourg,2022-09-26,1.81,0.20299999999999985,0.30300000000000016,1.648,17
Luxembourg,2022-10-03,1.84,0.17599999999999993,0.266,1.675,17
Luxembourg,2022-10-10,1.97,0.17100000000000004,0.32999999999999985,1.675,17
Luxembourg,2022-10-17,2.038,0.11800000000000033,0.244,1.768,17
Netherlands,2021-03-01,1.392,-0.08799999999999986,-0.2230000000000001,1.709,19
Netherlands,2021-03-08,1.398,-0.08099999999999996,-0.21500000000000008,1.721,19
Netherlands,2021-03-15,1.405,-0.08000000000000007,-0.2230000000000001,1.747,19
Netherlands,2021-03-22,1.391,-0.08000000000000007,-0.2290000000000001,1.737,19
Netherlands,2021-03-29,1.383,-0.07499999999999996,-0.2140000000000002,1.727,19
Netherlands,2021-04-12,1.382,-0.07399999999999984,-0.2180000000000002,1.735,19
Netherlands,2021-04-19,1.391,-0.08099999999999996,-0.22599999999999998,1.752,19
Netherlands,2021-04-26,1.395,-0.08499999999999996,-0.24099999999999988,1.763,19
Netherlands,2021-05-03,1.408,-0.09299999999999997,-0.24499999999999988,1.771,19
Netherlands,2021-05-10,1.417,-0.10200000000000009,-0.2529999999999999,1.779,19
Netherlands,2021-05-17,1.414,-0.08499999999999996,-0.24299999999999988,1.781,19
Netherlands,2021-05-24,1.404,-0.06699999999999995,-0.22799999999999998,1.769,19
Netherlands,2021-05-31,1.404,-0.06099999999999994,-0.21899999999999986,1.767,19
Netherlands,2021-06-07,1.43,-0.07899999999999996,-0.2370000000000001,1.786,19
Netherlands,2021-06-14,1.437,-0.07600000000000007,-0.22899999999999987,1.785,19
Netherlands,2021-06-21,1.454,-0.08599999999999985,-0.236,1.8,19
Netherlands,2021-06-28,1.461,-0.08100000000000018,-0.22799999999999998,1.815,19
Netherlands,2021-07-05,1.47,-0.08499999999999996,-0.23399999999999999,1.828,19
Netherlands,2021-07-12,1.467,-0.07500000000000018,-0.2330000000000001,1.836,19
Netherlands,2021-07-19,1.464,-0.06499999999999995,-0.2250000000000001,1.84,19
Netherlands,2021-07-26,1.461,-0.06600000000000006,-0.21599999999999997,1.829,19
Netherlands,2021-08-02,1.468,-0.06800000000000006,-0.22100000000000009,1.844,19
Netherlands,2021-08-09,1.461,-0.07000000000000006,-0.22199999999999998,1.843,19
Netherlands,2021-08-16,1.458,-0.06600000000000006,-0.21799999999999997,1.841,19
Netherlands,2021-08-23,1.45,-0.07599999999999985,-0.2270000000000001,1.83,19
Netherlands,2021-08-30,1.465,-0.07500000000000018,-0.22399999999999998,1.84,19
Netherlands,2021-09-06,1.476,-0.08099999999999996,-0.22099999999999986,1.845,19
Netherlands,2021-09-13,1.48,-0.07899999999999996,-0.22100000000000009,1.85,19
Netherlands,2021-09-20,1.499,-0.07900000000000018,-0.2230000000000001,1.859,19
Netherlands,2021-09-27,1.509,-0.07199999999999984,-0.2230000000000001,1.856,19
Netherlands,2021-10-04,1.516,-0.04200000000000004,-0.19500000000000006,1.862,19
Netherlands,2021-10-11,1.595,-0.07299999999999995,-0.2330000000000001,1.935,19
Netherlands,2021-10-18,1.628,-0.06799999999999984,-0.2290000000000001,1.959,19
Netherlands,2021-10-25,1.637,-0.06800000000000006,-0.23099999999999987,1.966,19
Netherlands,2021-11-01,1.64,-0.06899999999999995,-0.236,1.978,19
Netherlands,2021-11-08,1.639,-0.06400000000000006,-0.24,1.992,19
Netherlands,2021-11-15,1.642,-0.06899999999999995,-0.2510000000000001,2.011,19
Netherlands,2021-11-22,1.646,-0.08499999999999996,-0.278,2.019,19
Netherlands,2021-11-29,1.634,-0.08399999999999985,-0.29300000000000015,2.007,19
Netherlands,2021-12-06,1.607,-0.08400000000000007,-0.31600000000000006,1.979,19
Netherlands,2021-12-13,1.606,-0.07600000000000007,-0.30400000000000005,1.975,19
Netherlands,2021-12-20,1.597,-0.07899999999999996,-0.30400000000000005,1.963,19
Netherlands,2022-01-03,1.62,-0.04700000000000015,-0.258,1.976,19
Netherlands,2022-01-10,1.645,-0.07200000000000006,-0.2610000000000001,1.979,19
Netherlands,2022-01-17,1.666,-0.06199999999999983,-0.2530000000000001,1.985,19
Netherlands,2022-01-24,1.698,-0.08199999999999985,-0.2589999999999997,2.002,19
Netherlands,2022-01-31,1.716,-0.07200000000000006,-0.23799999999999977,2.01,19
Netherlands,2022-02-07,1.729,-0.06600000000000006,-0.2390000000000001,2.028,19
Netherlands,2022-02-14,1.748,-0.08200000000000007,-0.242,2.048,19
Netherlands,2022-02-21,1.746,-0.08299999999999996,-0.2510000000000001,2.055,19
Netherlands,2022-02-28,1.788,-0.050000000000000044,-0.2260000000000002,2.099,19
Netherlands,2022-03-07,1.972,0.06000000000000005,-0.16900000000000004,2.236,19
Netherlands,2022-03-14,2.22,0.09199999999999964,-0.07699999999999996,2.336,19
Netherlands,2022-03-21,2.152,0.020999999999999908,-0.14399999999999968,2.288,19
Netherlands,2022-03-28,2.187,-0.008000000000000007,-0.20500000000000007,2.331,19
Netherlands,2022-04-04,2.036,0.021999999999999797,-0.05600000000000005,2.112,19
Netherlands,2022-04-11,2.003,-0.0040000000000000036,-0.05900000000000016,2.085,19
Netherlands,2022-04-25,1.997,0.04200000000000004,-0.05900000000000016,2.088,19
Netherlands,2022-05-02,2.022,0.05300000000000038,-0.052999999999999936,2.112,19
Netherlands,2022-05-09,2.046,0.02900000000000036,-0.06000000000000005,2.153,19
Netherlands,2022-05-16,1.988,0.051000000000000156,-0.04800000000000004,2.179,19
Netherlands,2022-05-23,1.954,0.05599999999999983,-0.07100000000000017,2.225,19
Netherlands,2022-05-30,1.962,0.07499999999999996,-0.05699999999999994,2.25,19
Netherlands,2022-06-06,2.065,-0.08499999999999996,-0.3689999999999998,2.368,19
Netherlands,2022-06-13,2.168,-0.12700000000000022,-0.3620000000000001,2.369,19
Netherlands,2022-06-20,2.187,-0.1259999999999999,-0.3819999999999999,2.356,19
Netherlands,2022-06-27,2.185,-0.137,-0.4069999999999998,2.336,19
Netherlands,2022-07-04,2.161,-0.16100000000000003,-0.40600000000000014,2.306,19
Netherlands,2022-07-11,2.112,-0.14700000000000002,-0.367,2.251,19
Netherlands,2022-07-18,2.051,-0.07400000000000007,-0.32599999999999985,2.19,19
Netherlands,2022-07-25,1.996,-0.05699999999999994,-0.32599999999999985,2.143,19
Netherlands,2022-08-01,1.997,-0.05400000000000005,-0.3169999999999997,2.131,19
Netherlands,2022-08-08,1.966,-0.06000000000000005,-0.32499999999999996,2.085,19
Netherlands,2022-08-15,1.942,-0.018000000000000016,-0.29400000000000004,2.061,19
Netherlands,2022-08-22,1.94,0.03500000000000014,-0.24599999999999977,2.038,19
Netherlands,2022-08-29,2.061,0.016000000000000014,-0.21199999999999997,2.048,19
Netherlands,2022-09-05,2.047,0.11199999999999966,0.05699999999999994,2.011,19
Netherlands,2022-09-12,2.037,0.09799999999999986,0.028999999999999915,1.988,19
Netherlands,2022-09-19,1.979,0.054999999999999716,0.040000000000000036,1.945,19
Netherlands,2022-09-26,1.943,0.06999999999999984,0.02300000000000013,1.928,19
Netherlands,2022-10-03,1.949,0.06699999999999995,0.0030000000000001137,1.938,19
Netherlands,2022-10-10,2.042,0.0990000000000002,0.03299999999999992,1.972,19
Netherlands,2022-10-17,2.118,0.038000000000000256,-0.020000000000000018,2.032,19
Poland,2021-03-01,1.0978299999999999,0.2061700000000002,0.3869500000000001,1.0990499999999999,20
Poland,2021-03-08,1.08213,0.2348699999999999,0.41593000000000013,1.0900699999999999,20
Poland,2021-03-15,1.12324,0.20175999999999994,0.40274999999999994,1.12125,20
Poland,2021-03-22,1.13581,0.17518999999999996,0.37427999999999995,1.13372,20
Poland,2021-03-29,1.12477,0.18323,0.38307999999999987,1.12992,20
Poland,2021-04-12,1.1556099999999998,0.15239000000000025,0.34707999999999983,1.16992,20
Poland,2021-04-19,1.14971,0.16029000000000004,0.3617999999999999,1.1642000000000001,20
Poland,2021-04-26,1.14754,0.16246000000000005,0.35956999999999995,1.16243,20
Poland,2021-05-03,1.1488800000000001,0.16611999999999982,0.36222,1.16378,20
Poland,2021-05-10,1.14945,0.16554999999999986,0.3651900000000001,1.16081,20
Poland,2021-05-17,1.14981,0.17918999999999996,0.37270000000000003,1.1653,20
Poland,2021-05-24,1.16603,0.17097000000000007,0.35870999999999986,1.18229,20
Poland,2021-05-31,1.16503,0.17796999999999996,0.36732999999999993,1.18067,20
Poland,2021-06-07,1.1713699999999998,0.17963000000000018,0.36134999999999984,1.18765,20
Poland,2021-06-14,1.1651099999999999,0.19589000000000012,0.37260000000000004,1.1834,20
Poland,2021-06-21,1.17211,0.19589000000000012,0.3738299999999999,1.1901700000000002,20
Poland,2021-06-28,1.21037,0.16962999999999995,0.35829999999999984,1.2287000000000001,20
Poland,2021-07-05,1.2075,0.1775,0.35623000000000005,1.23777,20
Poland,2021-07-12,1.1943499999999998,0.1976500000000001,0.37104000000000004,1.23196,20
Poland,2021-07-19,1.186,0.21300000000000008,0.3667799999999999,1.24822,20
Poland,2021-07-26,1.18543,0.20957000000000003,0.36478999999999995,1.24821,20
Poland,2021-08-02,1.19471,0.20528999999999997,0.3638299999999999,1.2591700000000001,20
Poland,2021-08-09,1.19252,0.19848,0.3637699999999999,1.25723,20
Poland,2021-08-16,1.19204,0.19995999999999992,0.36609999999999987,1.2569000000000001,20
Poland,2021-08-23,1.18597,0.18803000000000014,0.35182999999999987,1.2511700000000001,20
Poland,2021-08-30,1.1961300000000001,0.19386999999999976,0.36065000000000014,1.25535,20
Poland,2021-09-06,1.2156,0.1794,0.35569000000000006,1.26831,20
Poland,2021-09-13,1.2214500000000001,0.17954999999999988,0.35467000000000004,1.27433,20
Poland,2021-09-20,1.22081,0.19918999999999998,0.37139999999999995,1.2646,20
Poland,2021-09-27,1.23573,0.20127000000000006,0.36385999999999985,1.2691400000000002,20
Poland,2021-10-04,1.26526,0.20873999999999993,0.38727,1.27973,20
Poland,2021-10-11,1.2736500000000002,0.24834999999999985,0.42547,1.27653,20
Poland,2021-10-18,1.2856400000000001,0.27435999999999994,0.44384999999999986,1.2861500000000001,20
Poland,2021-10-25,1.28511,0.28389,0.44925000000000015,1.28575,20
Poland,2021-11-01,1.29504,0.27596,0.44744000000000006,1.29456,20
Poland,2021-11-08,1.30334,0.27166,0.44931999999999994,1.30268,20
Poland,2021-11-15,1.2932000000000001,0.2797999999999998,0.4657500000000001,1.29425,20
Poland,2021-11-22,1.28129,0.2797099999999999,0.4564400000000002,1.28456,20
Poland,2021-11-29,1.28704,0.2629600000000001,0.42613999999999996,1.28786,20
Poland,2021-12-06,1.3094400000000002,0.21355999999999975,0.35473,1.30827,20
Poland,2021-12-13,1.29761,0.2323900000000001,0.37697,1.29403,20
Poland,2021-12-20,1.25049,0.2675099999999999,0.41739000000000015,1.2416099999999999,20
Poland,2022-01-03,1.25351,0.31949000000000005,0.47156,1.24644,20
Poland,2022-01-10,1.2701300000000002,0.30286999999999975,0.4573099999999999,1.26069,20
Poland,2022-01-17,1.27334,0.3306600000000002,0.4697199999999999,1.26228,20
Poland,2022-01-24,1.2851400000000002,0.33085999999999993,0.46902,1.2739800000000001,20
Poland,2022-01-31,1.29281,0.3511899999999999,0.48906000000000005,1.28294,20
Poland,2022-02-07,1.16153,0.5014700000000001,0.63706,1.15194,20
Poland,2022-02-14,1.17831,0.48768999999999996,0.6372200000000001,1.16878,20
Poland,2022-02-21,1.2001700000000002,0.46282999999999985,0.61273,1.19127,20
Poland,2022-02-28,1.25222,0.4857799999999999,0.6301300000000001,1.24287,20
Poland,2022-03-07,1.40948,0.62252,0.7542100000000003,1.31279,20
Poland,2022-03-14,1.64839,0.6636099999999998,0.7975499999999998,1.4614500000000001,20
Poland,2022-03-21,1.54559,0.62741,0.7388600000000001,1.40514,20
Poland,2022-03-28,1.62664,0.5523599999999997,0.71417,1.41183,20
Poland,2022-04-04,1.60628,0.4517199999999999,0.6357600000000001,1.42024,20
Poland,2022-04-11,1.52525,0.4737500000000001,0.6415899999999997,1.3844100000000001,20
Poland,2022-04-25,1.55719,0.48181000000000007,0.6292899999999999,1.39971,20
Poland,2022-05-02,1.5873499999999998,0.48765000000000036,0.6360400000000002,1.42296,20
Poland,2022-05-09,1.5836199999999998,0.49138000000000037,0.6388399999999999,1.4541600000000001,20
Poland,2022-05-16,1.55856,0.4804400000000002,0.5923099999999997,1.5386900000000001,20
Poland,2022-05-23,1.55491,0.4550899999999998,0.5689599999999999,1.58504,20
Poland,2022-05-30,1.5476500000000002,0.48934999999999973,0.5587600000000001,1.63424,20
Poland,2022-06-06,1.63085,0.34915000000000007,0.2700500000000001,1.72895,20
Poland,2022-06-13,1.6173199999999999,0.42368000000000006,0.29264000000000023,1.7143599999999999,20
Poland,2022-06-20,1.6913900000000002,0.36960999999999977,0.27132999999999985,1.7026700000000001,20
Poland,2022-06-27,1.6800899999999999,0.3679100000000002,0.26489000000000007,1.66411,20
Poland,2022-07-04,1.64251,0.3574900000000001,0.26585999999999976,1.6341400000000001,20
Poland,2022-07-11,1.5739100000000001,0.39108999999999994,0.32767999999999997,1.55632,20
Poland,2022-07-18,1.5905799999999999,0.3864200000000002,0.30571000000000015,1.55829,20
Poland,2022-07-25,1.60631,0.33269000000000015,0.2695299999999998,1.5474700000000001,20
Poland,2022-08-01,1.5903900000000002,0.35260999999999987,0.2809300000000001,1.53307,20
Poland,2022-08-08,1.5224300000000002,0.38356999999999974,0.3043699999999998,1.4556300000000002,20
Poland,2022-08-15,1.52162,0.40237999999999996,0.30563000000000007,1.4613699999999998,20
Poland,2022-08-22,1.50708,0.4679200000000001,0.42005000000000003,1.37195,20
Poland,2022-08-29,1.60455,0.47245000000000004,0.45076000000000005,1.38524,20
Poland,2022-09-05,1.61327,0.5457299999999998,0.69177,1.37623,20
Poland,2022-09-12,1.58471,0.5502899999999997,0.6535299999999999,1.36347,20
Poland,2022-09-19,1.53107,0.5029299999999999,0.6570500000000001,1.32795,20
Poland,2022-09-26,1.50637,0.5066299999999999,0.62584,1.3251600000000001,20
Poland,2022-10-03,1.51198,0.5040199999999999,0.61209,1.32891,20
Poland,2022-10-10,1.63127,0.50973,0.60938,1.3956199999999999,20
Poland,2022-10-17,1.6637899999999999,0.49221000000000026,0.5891600000000001,1.4228399999999999,20
